DEVICE ID'S,IMEI,WiFi MAC ID,Charger Cable Connected,Charging,Button Test,Battery Percentage,NOR Flash Test,EEPROM Test,EEPROM ERASE Test,GPS Test,RTC Test,Scanner 1 Test,Scanner 2 Test,WiFi Test,Validity,Board Test Result,TimeStamp,Server,Product code,comm_mode,comm_mode,wifi_fw_ver,firmware_version,hardware_version,BLE Scanner,Lora Scanner,Application Test Result
GSWCL00687,8.68E+14,A0:B7:65:52:E1:28,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,12:06:2023 15:17:13,AWS_MQTT,ggwcl687,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00688,8.68E+14,A0:B7:65:52:E1:40,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,12:06:2023 15:13:18,AWS_MQTT,ggwcl688,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00689,8.68E+14,B0:A7:32:0C:E9:30,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,12:06:2023 15:14:14,AWS_MQTT,ggwcl689,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00690,8.68E+14,A0:B7:65:52:F3:D0,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,12:06:2023 15:17:40,AWS_MQTT,ggwcl690,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00691,8.68E+14,A0:B7:65:52:C3:0C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,12:06:2023 15:08:16,AWS_MQTT,ggwcl691,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00692,8.68E+14,B0:A7:32:0C:FA:58,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,12:06:2023 15:07:47,AWS_MQTT,ggwcl692,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00693,8.68E+14,B0:A7:32:0E:9C:5C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,12:06:2023 15:10:56,AWS_MQTT,ggwcl693,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00694,8.68E+14,A0:B7:65:52:EB:B0,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,12:06:2023 15:09:17,AWS_MQTT,ggwcl694,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00695,8.68E+14,B0:A7:32:0D:3B:70,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,12:06:2023 15:11:24,AWS_MQTT,ggwcl695,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00696,8.68E+14,A0:B7:65:52:E1:30,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,12:06:2023 15:08:48,AWS_MQTT,ggwcl696,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00697,8.68E+14,A0:B7:65:52:FA:AC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:18:56,AWS_MQTT,ggwcl697,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00698,8.68E+14,A0:B7:65:52:D4:30,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:21:43,AWS_MQTT,ggwcl698,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00699,8.68E+14,A0:B7:65:52:E3:68,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:17:47,AWS_MQTT,ggwcl699,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00700,8.68E+14,A0:B7:65:52:F5:6C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:17:11,AWS_MQTT,ggwcl700,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00701,8.68E+14,A0:B7:65:52:E0:A8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:01:11,AWS_MQTT,ggwcl701,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00702,8.68E+14,A0:B7:65:52:E1:18,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:24:07,AWS_MQTT,ggwcl702,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00703,8.68E+14,B0:A7:32:0C:D6:D4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:01:53,AWS_MQTT,ggwcl703,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00704,8.68E+14,A0:B7:65:52:FC:18,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:59:09,AWS_MQTT,ggwcl704,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00705,8.68E+14,24:DC:C3:C4:0B:10,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:16:05,AWS_MQTT,ggwcl705,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00706,8.68E+14,A0:B7:65:52:C6:8C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:10:52,AWS_MQTT,ggwcl706,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00707,8.68E+14,B0:A7:32:0C:B6:A8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:24:40,AWS_MQTT,ggwcl707,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00708,8.68E+14,A0:B7:65:52:E3:D4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:58:30,AWS_MQTT,ggwcl708,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00709,8.68E+14,A0:B7:65:52:E0:4C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:10:18,AWS_MQTT,ggwcl709,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00710,8.68E+14,A0:B7:65:52:FA:A4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:48:38,AWS_MQTT,ggwcl710,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00711,8.68E+14,A0:B7:65:52:EB:98,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:51:09,AWS_MQTT,ggwcl711,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00712,8.68E+14,24:DC:C3:C4:0A:D4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:49:18,AWS_MQTT,ggwcl712,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00713,8.68E+14,A0:B7:65:52:E3:38,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:25:53,AWS_MQTT,ggwcl713,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00714,8.68E+14,B0:A7:32:0C:B8:4C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:14:58,AWS_MQTT,ggwcl714,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00715,8.68E+14,24:DC:C3:C0:21:CC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:20:29,AWS_MQTT,ggwcl715,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00716,8.68E+14,B0:A7:32:0C:60:18,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:54:46,AWS_MQTT,ggwcl716,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00717,8.68E+14,A0:B7:65:52:E0:80,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:18:21,AWS_MQTT,ggwcl717,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00718,8.68E+14,B0:A7:32:0D:07:E8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:46:16,AWS_MQTT,ggwcl718,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00719,8.68E+14,A0:B7:65:52:EC:24,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:45:06,AWS_MQTT,ggwcl719,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00720,8.68E+14,A0:B7:65:52:E2:14,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:56:31,AWS_MQTT,ggwcl720,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00721,8.68E+14,A0:B7:65:52:C3:5C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:55:27,AWS_MQTT,ggwcl721,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00722,8.68E+14,A0:B7:65:52:E1:80,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:11:31,AWS_MQTT,ggwcl722,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00723,8.68E+14,A0:B7:65:52:E0:D4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:13:25,AWS_MQTT,ggwcl723,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00724,8.68E+14,A0:B7:65:52:F5:5C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:03:09,AWS_MQTT,ggwcl724,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00725,8.68E+14,A0:B7:65:52:EB:84,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:25:15,AWS_MQTT,ggwcl725,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00726,8.68E+14,A0:B7:65:52:E3:3C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:00:33,AWS_MQTT,ggwcl726,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00727,8.68E+14,48:E7:29:A1:21:54,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:47:26,AWS_MQTT,ggwcl727,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00728,8.68E+14,A0:B7:65:52:E5:3C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:02:46,AWS_MQTT,ggwcl728,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00729,8.68E+14,A0:B7:65:52:ED:54,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:02:30,AWS_MQTT,ggwcl729,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00730,8.68E+14,A0:B7:65:52:E2:18,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:09:36,AWS_MQTT,ggwcl730,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00731,8.68E+14,A0:B7:65:52:D4:94,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:52:26,AWS_MQTT,ggwcl731,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00732,8.68E+14,A0:B7:65:52:E0:94,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:50:31,AWS_MQTT,ggwcl732,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00733,8.68E+14,24:DC:C3:C4:0B:00,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:44:31,AWS_MQTT,ggwcl733,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00734,8.68E+14,A0:B7:65:52:E2:0C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:09:57,AWS_MQTT,ggwcl734,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00735,8.68E+14,A0:B7:65:52:E1:74,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:13:23,AWS_MQTT,ggwcl735,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00736,8.68E+14,A0:B7:65:52:DF:E4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:57:35,AWS_MQTT,ggwcl736,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00737,8.68E+14,A0:B7:65:52:D4:7C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:04:51,AWS_MQTT,ggwcl737,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00738,8.68E+14,A0:B7:65:52:EB:C4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:58:46,AWS_MQTT,ggwcl738,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00739,8.68E+14,A0:B7:65:52:EC:CC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:57:11,AWS_MQTT,ggwcl739,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00740,8.68E+14,A0:B7:65:52:E1:00,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:04:52,AWS_MQTT,ggwcl740,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00741,8.68E+14,A0:B7:65:52:E4:DC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:46:50,AWS_MQTT,ggwcl741,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00742,8.68E+14,A0:B7:65:52:F5:7C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:03:45,AWS_MQTT,ggwcl742,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00743,8.68E+14,A0:B7:65:52:E1:54,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:12:50,AWS_MQTT,ggwcl743,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00744,8.68E+14,A0:B7:65:52:C6:D0,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:53:04,AWS_MQTT,ggwcl744,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00745,8.68E+14,A0:B7:65:52:EC:08,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:21:06,AWS_MQTT,ggwcl745,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00746,8.68E+14,48:E7:29:A0:E1:5C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:07:33,AWS_MQTT,ggwcl746,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00747,8.68E+14,A0:B7:65:52:F5:44,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:46:34,AWS_MQTT,ggwcl747,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00748,8.68E+14,A0:B7:65:52:E1:4C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:48:06,AWS_MQTT,ggwcl748,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00749,8.68E+14,A0:B7:65:52:E3:14,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:00:26,AWS_MQTT,ggwcl749,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00750,8.68E+14,A0:B7:65:52:E0:BC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:00:59,AWS_MQTT,ggwcl750,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00751,8.68E+14,A0:B7:65:52:E0:C4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:55:50,AWS_MQTT,ggwcl751,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00752,8.68E+14,24:DC:C3:C4:0B:04,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:15:32,AWS_MQTT,ggwcl752,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00753,8.68E+14,A0:B7:65:52:E2:04,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:03:18,AWS_MQTT,ggwcl753,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00754,8.68E+14,A0:B7:65:52:EC:3C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:06:36,AWS_MQTT,ggwcl754,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00755,8.68E+14,A0:B7:65:52:E5:F0,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:47:24,AWS_MQTT,ggwcl755,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00756,8.68E+14,A0:B7:65:52:E1:94,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:06:00,AWS_MQTT,ggwcl756,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00757,8.68E+14,A0:B7:65:52:E0:3C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:07:10,AWS_MQTT,ggwcl757,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00758,8.68E+14,A0:B7:65:52:C6:F0,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:11:04,AWS_MQTT,ggwcl758,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00759,8.68E+14,A0:B7:65:52:E3:7C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:23:34,AWS_MQTT,ggwcl759,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00760,8.68E+14,A0:B7:65:52:EC:54,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:19:29,AWS_MQTT,ggwcl760,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00761,8.68E+14,A0:B7:65:52:E1:5C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:45:42,AWS_MQTT,ggwcl761,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00762,8.68E+14,A0:B7:65:52:E6:28,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:04:17,AWS_MQTT,ggwcl762,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00763,8.68E+14,A0:B7:65:52:C6:DC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:03:55,AWS_MQTT,ggwcl763,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00764,8.68E+14,A0:B7:65:52:E1:1C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:49:04,AWS_MQTT,ggwcl764,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00765,8.68E+14,48:E7:29:93:EB:60,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:57:00,AWS_MQTT,ggwcl765,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00766,8.68E+14,A0:B7:65:52:E0:60,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:59:55,AWS_MQTT,ggwcl766,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00767,8.68E+14,A0:B7:65:52:E1:A8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:50:07,AWS_MQTT,ggwcl767,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00768,8.68E+14,A0:B7:65:52:C7:24,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:08:52,AWS_MQTT,ggwcl768,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00769,8.68E+14,A0:B7:65:52:EC:20,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:43:35,AWS_MQTT,ggwcl769,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00770,8.68E+14,A0:B7:65:52:E1:68,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:07:44,AWS_MQTT,ggwcl770,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00771,8.68E+14,24:DC:C3:C4:0A:E8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:49:55,AWS_MQTT,ggwcl771,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00772,8.68E+14,A0:B7:65:52:EC:04,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:59:19,AWS_MQTT,ggwcl772,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00773,8.68E+14,A0:B7:65:52:E1:20,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:08:18,AWS_MQTT,ggwcl773,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00774,8.68E+14,A0:B7:65:52:E0:CC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:48:25,AWS_MQTT,ggwcl774,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00775,8.68E+14,A0:B7:65:52:EB:EC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:57:53,AWS_MQTT,ggwcl775,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00776,8.68E+14,24:DC:C3:C4:0A:F8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:11:37,AWS_MQTT,ggwcl776,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00777,8.68E+14,A0:B7:65:52:C3:14,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:02:09,AWS_MQTT,ggwcl777,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00778,8.68E+14,B0:A7:32:0D:34:94,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:56:22,AWS_MQTT,ggwcl778,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00779,8.68E+14,A0:B7:65:52:FB:1C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:12:13,AWS_MQTT,ggwcl779,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00780,8.68E+14,A0:B7:65:52:E1:14,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:16:37,AWS_MQTT,ggwcl780,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00781,8.68E+14,A0:B7:65:52:E5:BC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:44:58,AWS_MQTT,ggwcl781,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00782,8.68E+14,A0:B7:65:52:DE:8C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:51:22,AWS_MQTT,ggwcl782,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00783,8.68E+14,48:E7:29:A0:E1:8C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:05:26,AWS_MQTT,ggwcl783,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00784,8.68E+14,A0:B7:65:52:E0:B4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:45:41,AWS_MQTT,ggwcl784,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00785,8.68E+14,24:DC:C3:C0:2B:DC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:50:48,AWS_MQTT,ggwcl785,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00786,8.68E+14,A0:B7:65:52:E0:8C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:12:04,AWS_MQTT,ggwcl786,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00787,8.68E+14,48:E7:29:A0:E1:80,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:10:30,AWS_MQTT,ggwcl787,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00788,8.68E+14,A0:B7:65:52:E1:60,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:44:15,AWS_MQTT,ggwcl788,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00789,8.68E+14,A0:B7:65:52:E1:0C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:59:52,AWS_MQTT,ggwcl789,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00790,8.68E+14,B0:A7:32:0D:5E:C4,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:05:26,AWS_MQTT,ggwcl790,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00791,8.68E+14,A0:B7:65:52:ED:38,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:14:24,AWS_MQTT,ggwcl791,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00792,8.68E+14,A0:B7:65:52:C6:EC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:51:48,AWS_MQTT,ggwcl792,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00793,8.68E+14,24:DC:C3:C4:0B:08,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:42:53,AWS_MQTT,ggwcl793,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00794,8.68E+14,A0:B7:65:52:E3:58,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 11:58:11,AWS_MQTT,ggwcl794,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00795,8.68E+14,A0:B7:65:52:FB:38,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:01:34,AWS_MQTT,ggwcl795,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00796,8.68E+14,A0:B7:65:52:FA:D0,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 12:09:23,AWS_MQTT,ggwcl796,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00797,8.68E+14,A0:B7:65:52:EB:FC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 14:41:20,AWS_MQTT,ggwcl797,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00798,8.68E+14,A0:B7:65:52:E0:F0,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 14:02:21,AWS_MQTT,ggwcl798,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00799,8.68E+14,A0:B7:65:52:E1:6C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:36:12,AWS_MQTT,ggwcl799,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00800,8.68E+14,48:E7:29:A0:E1:88,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:18:32,AWS_MQTT,ggwcl800,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00801,8.68E+14,A0:B7:65:52:E1:10,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 13:31:00,AWS_MQTT,ggwcl801,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00802,8.68E+14,A0:B7:65:52:E2:EC,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 14:22:00,AWS_MQTT,ggwcl802,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00803,8.68E+14,A0:B7:65:52:C2:C8,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 14:39:00,AWS_MQTT,ggwcl803,Cellular,WiFi,1.07,1.17,1.1,1,1,1
GSWCL00804,8.68E+14,A0:B7:65:52:E0:7C,connected,1,1,100,1,1,1,0,1,1,1,1,3,1,16:06:2023 14:35:24,AWS_MQTT,ggwcl804,Cellular,WiFi,1.07,1.17,1.1,1,1,1
